launch_date,return_date,launch_date_clean,return_date_clean,launch_date2,return_date2,neg,launch_date_rev,return_date_rev
"February 24, 2011, 21:53:24 UTC","March 9, 2011, 16:58:14 UTC","February 24, 2011, 21:53:24","March 9, 2011, 16:58:14",1298584404,1299689894,FALSE,2011-02-24T21:53:24Z,2011-03-09T16:58:14Z
"February 24, 2011, 21:53:24 UTC","March 9, 2011, 16:58:14 UTC","February 24, 2011, 21:53:24","March 9, 2011, 16:58:14",1298584404,1299689894,FALSE,2011-02-24T21:53:24Z,2011-03-09T16:58:14Z
"February 24, 2011, 21:53:24 UTC","March 9, 2011, 16:58:14 UTC","February 24, 2011, 21:53:24","March 9, 2011, 16:58:14",1298584404,1299689894,FALSE,2011-02-24T21:53:24Z,2011-03-09T16:58:14Z
"February 24, 2011, 21:53:24 UTC","March 9, 2011, 16:58:14 UTC","February 24, 2011, 21:53:24","March 9, 2011, 16:58:14",1298584404,1299689894,FALSE,2011-02-24T21:53:24Z,2011-03-09T16:58:14Z
"May 15, 1963, 13:04:13 UTC","May 16, 1963, 23:24:02 UTC","May 15, 1963, 13:04:13","May 16, 1963, 23:24:02",-209300147,-209176558,FALSE,1963-05-15T13:04:13Z,1963-05-16T23:24:02Z
"May 7, 1992, 23:40:00 UTC","May 16, 1992, 20:57:39 UTC","May 7, 1992, 23:40:00","May 16, 1992, 20:57:39",705282000,706049859,FALSE,1992-05-07T23:40:00Z,1992-05-16T20:57:39Z
"May 7, 1992, 23:40:00 UTC","May 16, 1992, 20:57:39 UTC","May 7, 1992, 23:40:00","May 16, 1992, 20:57:39",705282000,706049859,FALSE,1992-05-07T23:40:00Z,1992-05-16T20:57:39Z
"May 7, 1992, 23:40:00 UTC","May 16, 1992, 20:57:39 UTC","May 7, 1992, 23:40:00","May 16, 1992, 20:57:39",705282000,706049859,FALSE,1992-05-07T23:40:00Z,1992-05-16T20:57:39Z
"May 7, 1992, 23:40:00 UTC","May 16, 1992, 20:57:39 UTC","May 7, 1992, 23:40:00","May 16, 1992, 20:57:39",705282000,706049859,FALSE,1992-05-07T23:40:00Z,1992-05-16T20:57:39Z
"May 7, 1992, 23:40:00 UTC","May 16, 1992, 20:57:39 UTC","May 7, 1992, 23:40:00","May 16, 1992, 20:57:39",705282000,706049859,FALSE,1992-05-07T23:40:00Z,1992-05-16T20:57:39Z
"May 7, 1992, 23:40:00 UTC","May 16, 1992, 20:57:39 UTC","May 7, 1992, 23:40:00","May 16, 1992, 20:57:39",705282000,706049859,FALSE,1992-05-07T23:40:00Z,1992-05-16T20:57:39Z
"May 7, 1992, 23:40:00 UTC","May 16, 1992, 20:57:39 UTC","May 7, 1992, 23:40:00","May 16, 1992, 20:57:39",705282000,706049859,FALSE,1992-05-07T23:40:00Z,1992-05-16T20:57:39Z
"May 24, 1962, 12:45:16 UTC","May 24, 1962, 17:41:21 UTC","May 24, 1962, 12:45:16","May 24, 1962, 17:41:21",-240059684,-240041919,FALSE,1962-05-24T12:45:16Z,1962-05-24T17:41:21Z
"May 11, 2009, 18:01:56 UTC","May 24, 2009, 15:39:05 UTC","May 11, 2009, 18:01:56","May 24, 2009, 15:39:05",1242064916,1243179545,FALSE,2009-05-11T18:01:56Z,2009-05-24T15:39:05Z
"May 11, 2009, 18:01:56 UTC","May 24, 2009, 15:39:05 UTC","May 11, 2009, 18:01:56","May 24, 2009, 15:39:05",1242064916,1243179545,FALSE,2009-05-11T18:01:56Z,2009-05-24T15:39:05Z
"May 11, 2009, 18:01:56 UTC","May 24, 2009, 15:39:05 UTC","May 11, 2009, 18:01:56","May 24, 2009, 15:39:05",1242064916,1243179545,FALSE,2009-05-11T18:01:56Z,2009-05-24T15:39:05Z
"May 11, 2009, 18:01:56 UTC","May 24, 2009, 15:39:05 UTC","May 11, 2009, 18:01:56","May 24, 2009, 15:39:05",1242064916,1243179545,FALSE,2009-05-11T18:01:56Z,2009-05-24T15:39:05Z
"May 11, 2009, 18:01:56 UTC","May 24, 2009, 15:39:05 UTC","May 11, 2009, 18:01:56","May 24, 2009, 15:39:05",1242064916,1243179545,FALSE,2009-05-11T18:01:56Z,2009-05-24T15:39:05Z
"May 11, 2009, 18:01:56 UTC","May 24, 2009, 15:39:05 UTC","May 11, 2009, 18:01:56","May 24, 2009, 15:39:05",1242064916,1243179545,FALSE,2009-05-11T18:01:56Z,2009-05-24T15:39:05Z
"May 11, 2009, 18:01:56 UTC","May 24, 2009, 15:39:05 UTC","May 11, 2009, 18:01:56","May 24, 2009, 15:39:05",1242064916,1243179545,FALSE,2009-05-11T18:01:56Z,2009-05-24T15:39:05Z
"December 15, 2010, 19:09 UTC","May 24, 2011, 02:27 UTC","December 15, 2010, 19:09","May 24, 2011, 02:27",1608027549,1590318147,TRUE,2020-12-15T10:19:09Z,2020-05-24T11:02:27Z
"December 15, 2010, 19:09 UTC","May 24, 2011, 02:27 UTC","December 15, 2010, 19:09","May 24, 2011, 02:27",1608027549,1590318147,TRUE,2020-12-15T10:19:09Z,2020-05-24T11:02:27Z
"December 15, 2010, 19:09 UTC","May 24, 2011, 02:27 UTC","December 15, 2010, 19:09","May 24, 2011, 02:27",1608027549,1590318147,TRUE,2020-12-15T10:19:09Z,2020-05-24T11:02:27Z
"May 18, 1969, 16:49:00 UTC","May 26, 1969, 16:52:23 UTC","May 18, 1969, 16:49:00","May 26, 1969, 16:52:23",-19638660,-18947257,FALSE,1969-05-18T16:49:00Z,1969-05-26T16:52:23Z
"May 18, 1969, 16:49:00 UTC","May 26, 1969, 16:52:23 UTC","May 18, 1969, 16:49:00","May 26, 1969, 16:52:23",-19638660,-18947257,FALSE,1969-05-18T16:49:00Z,1969-05-26T16:52:23Z
"May 18, 1969, 16:49:00 UTC","May 26, 1969, 16:52:23 UTC","May 18, 1969, 16:49:00","May 26, 1969, 16:52:23",-19638660,-18947257,FALSE,1969-05-18T16:49:00Z,1969-05-26T16:52:23Z
"May 14, 2010, 18:20 UTC","May 26, 2010, 12:49:18 UTC","May 14, 2010, 18:20","May 26, 2010, 12:49:18",1589451500,1274878158,TRUE,2020-05-14T10:18:20Z,2010-05-26T12:49:18Z
"May 14, 2010, 18:20 UTC","May 26, 2010, 12:49:18 UTC","May 14, 2010, 18:20","May 26, 2010, 12:49:18",1589451500,1274878158,TRUE,2020-05-14T10:18:20Z,2010-05-26T12:49:18Z
"May 14, 2010, 18:20 UTC","May 26, 2010, 12:49:18 UTC","May 14, 2010, 18:20","May 26, 2010, 12:49:18",1589451500,1274878158,TRUE,2020-05-14T10:18:20Z,2010-05-26T12:49:18Z
"May 14, 2010, 18:20 UTC","May 26, 2010, 12:49:18 UTC","May 14, 2010, 18:20","May 26, 2010, 12:49:18",1589451500,1274878158,TRUE,2020-05-14T10:18:20Z,2010-05-26T12:49:18Z
"May 14, 2010, 18:20 UTC","May 26, 2010, 12:49:18 UTC","May 14, 2010, 18:20","May 26, 2010, 12:49:18",1589451500,1274878158,TRUE,2020-05-14T10:18:20Z,2010-05-26T12:49:18Z
"May 14, 2010, 18:20 UTC","May 26, 2010, 12:49:18 UTC","May 14, 2010, 18:20","May 26, 2010, 12:49:18",1589451500,1274878158,TRUE,2020-05-14T10:18:20Z,2010-05-26T12:49:18Z
"24 November 2002, 00:49:47 UTC","May 4, 2003, 02:04:25 UTC","24 November 2002, 00:49:47","May 4, 2003, 02:04:25",1038098987,1052013865,FALSE,2002-11-24T00:49:47Z,2003-05-04T02:04:25Z
"24 November 2002, 00:49:47 UTC","May 4, 2003, 02:04:25 UTC","24 November 2002, 00:49:47","May 4, 2003, 02:04:25",1038098987,1052013865,FALSE,2002-11-24T00:49:47Z,2003-05-04T02:04:25Z
"24 November 2002, 00:49:47 UTC","May 4, 2003, 02:04:25 UTC","24 November 2002, 00:49:47","May 4, 2003, 02:04:25",1038098987,1052013865,FALSE,2002-11-24T00:49:47Z,2003-05-04T02:04:25Z
"May 5, 1961, 14:34:13 UTC","May 5, 1961, 14:49:35 UTC","May 5, 1961, 14:34:13","May 5, 1961, 14:49:35",-273230747,-273229825,FALSE,1961-05-05T14:34:13Z,1961-05-05T14:49:35Z
"April 25, 2002, 06:26:35 UTC","May 5, 2002, 03:51:53 UTC","April 25, 2002, 06:26:35","May 5, 2002, 03:51:53",1019715995,1020570713,FALSE,2002-04-25T06:26:35Z,2002-05-05T03:51:53Z
"April 25, 2002, 06:26:35 UTC","May 5, 2002, 03:51:53 UTC","April 25, 2002, 06:26:35","May 5, 2002, 03:51:53",1019715995,1020570713,FALSE,2002-04-25T06:26:35Z,2002-05-05T03:51:53Z
"April 25, 2002, 06:26:35 UTC","May 5, 2002, 03:51:53 UTC","April 25, 2002, 06:26:35","May 5, 2002, 03:51:53",1019715995,1020570713,FALSE,2002-04-25T06:26:35Z,2002-05-05T03:51:53Z
